UserID,Date,Day,WorkoutType,Duration_Minutes,Calories_Burned
U0327,12-04-2024,Friday,Yoga,71,150
U0112,16-03-2024,Saturday,Walking,43,137
U0092,20-01-2024,Saturday,Cycling,43,406
U0084,05-06-2024,Wednesday,Yoga,88,192
U0396,28-06-2024,Friday,Running,31,541
U0302,05-06-2024,Wednesday,HIIT,55,613
U0057,20-05-2024,Monday,Running,27,412
U0362,01-01-2024,Monday,Running,20,478
U0279,11-04-2024,Thursday,Cycling,32,414
U0139,03-03-2024,Sunday,HIIT,50,702
U0474,16-04-2024,Tuesday,HIIT,41,380
U0204,16-05-2024,Thursday,Walking,75,158
U0091,22-05-2024,Wednesday,Cycling,84,447
U0209,22-01-2024,Monday,HIIT,63,765
U0091,11-04-2024,Thursday,Strength,33,356
U0001,20-01-2024,Saturday,Cycling,39,508
U0051,21-06-2024,Friday,HIIT,85,586
U0271,02-05-2024,Thursday,Yoga,22,246
U0217,10-06-2024,Monday,Walking,67,125
U0439,16-06-2024,Sunday,Yoga,51,279
U0490,14-04-2024,Sunday,Running,78,557
U0330,04-03-2024,Monday,HIIT,58,726
U0367,08-02-2024,Thursday,Walking,70,198
U0392,13-02-2024,Tuesday,HIIT,65,579
U0158,06-06-2024,Thursday,HIIT,40,693
U0322,11-06-2024,Tuesday,Running,76,677
U0228,09-03-2024,Saturday,Walking,80,177
U0033,22-04-2024,Monday,HIIT,70,633
U0158,24-06-2024,Monday,Walking,83,203
U0142,20-01-2024,Saturday,HIIT,44,560
U0125,14-03-2024,Thursday,Strength,86,404
U0275,16-05-2024,Thursday,Running,68,449
U0162,03-01-2024,Wednesday,HIIT,41,798
U0168,13-02-2024,Tuesday,Running,24,383
U0205,15-03-2024,Friday,HIIT,27,623
U0184,13-05-2024,Monday,Running,48,300
U0448,19-06-2024,Wednesday,Running,62,547
U0317,01-06-2024,Saturday,Walking,80,160
U0008,08-02-2024,Thursday,Strength,67,308
U0369,09-04-2024,Tuesday,Walking,71,152
U0009,01-04-2024,Monday,Strength,57,489
U0278,19-06-2024,Wednesday,Yoga,75,133
U0468,05-01-2024,Friday,Walking,35,108
U0016,29-01-2024,Monday,Walking,46,159
U0139,16-03-2024,Saturday,Yoga,52,272
U0141,19-06-2024,Wednesday,Yoga,74,215
U0194,06-02-2024,Tuesday,Cycling,34,426
U0071,21-03-2024,Thursday,Strength,42,204
U0111,11-06-2024,Tuesday,Walking,57,222
U0462,09-04-2024,Tuesday,Yoga,89,203
U0308,21-04-2024,Sunday,Yoga,41,256
U0251,21-01-2024,Sunday,Cycling,56,428
U0002,04-03-2024,Monday,Strength,36,234
U0122,12-06-2024,Wednesday,Cycling,79,330
U0375,04-03-2024,Monday,HIIT,64,633
U0088,16-02-2024,Friday,HIIT,59,714
U0052,13-04-2024,Saturday,Running,84,467
U0029,27-03-2024,Wednesday,Running,87,626
U0133,24-04-2024,Wednesday,Strength,59,387
U0183,06-02-2024,Tuesday,Yoga,76,148
U0298,17-03-2024,Sunday,Walking,78,185
U0119,05-05-2024,Sunday,HIIT,88,621
U0216,22-01-2024,Monday,Running,45,422
U0263,01-05-2024,Wednesday,HIIT,88,756
U0246,19-05-2024,Sunday,Strength,45,422
U0351,17-01-2024,Wednesday,Yoga,43,297
U0426,18-06-2024,Tuesday,Cycling,61,365
U0263,24-05-2024,Friday,Running,65,517
U0255,23-01-2024,Tuesday,Walking,81,116
U0159,27-02-2024,Tuesday,Cycling,70,550
U0323,20-04-2024,Saturday,Yoga,63,270
U0354,10-01-2024,Wednesday,Running,26,572
U0296,05-01-2024,Friday,HIIT,49,710
U0277,01-06-2024,Saturday,Strength,86,350
U0377,11-05-2024,Saturday,HIIT,58,648
U0225,13-02-2024,Tuesday,HIIT,67,528
U0065,12-05-2024,Sunday,Walking,34,212
U0382,29-05-2024,Wednesday,Strength,88,237
U0154,15-05-2024,Wednesday,HIIT,44,586
U0475,25-03-2024,Monday,HIIT,87,754
U0407,22-02-2024,Thursday,Strength,83,400
U0043,16-02-2024,Friday,Walking,47,187
U0386,21-04-2024,Sunday,HIIT,34,662
U0428,17-05-2024,Friday,Running,55,472
U0323,12-02-2024,Monday,Running,76,539
U0287,18-04-2024,Thursday,Strength,46,360
U0276,06-01-2024,Saturday,Walking,79,132
U0345,11-04-2024,Thursday,Running,35,362
U0128,16-05-2024,Thursday,Cycling,80,318
U0125,19-04-2024,Friday,Running,27,653
U0439,08-05-2024,Wednesday,Walking,35,134
U0154,24-02-2024,Saturday,Walking,79,235
U0255,22-02-2024,Thursday,Strength,71,311
U0261,02-06-2024,Sunday,Strength,51,230
U0321,26-03-2024,Tuesday,HIIT,61,674
U0231,19-06-2024,Wednesday,Cycling,31,421
U0250,25-05-2024,Saturday,Cycling,65,309
U0202,22-06-2024,Saturday,HIIT,25,591
U0094,26-04-2024,Friday,Running,40,578
U0176,04-03-2024,Monday,Yoga,42,216
U0419,29-06-2024,Saturday,Walking,72,152
U0172,17-05-2024,Friday,Walking,58,109
U0097,20-06-2024,Thursday,HIIT,89,354
U0074,04-05-2024,Saturday,Strength,46,252
U0347,10-03-2024,Sunday,Strength,34,362
U0475,06-01-2024,Saturday,HIIT,72,555
U0356,17-06-2024,Monday,HIIT,20,624
U0481,06-06-2024,Thursday,HIIT,78,407
U0426,25-03-2024,Monday,HIIT,78,486
U0011,13-06-2024,Thursday,Strength,90,396
U0398,09-01-2024,Tuesday,Cycling,59,552
U0253,22-02-2024,Thursday,HIIT,80,463
U0110,13-04-2024,Saturday,Yoga,80,184
U0310,04-01-2024,Thursday,HIIT,34,361
U0280,02-02-2024,Friday,Strength,37,220
U0336,13-02-2024,Tuesday,Cycling,30,267
U0069,02-01-2024,Tuesday,Yoga,55,134
U0052,24-05-2024,Friday,Cycling,40,440
U0031,08-06-2024,Saturday,Strength,59,273
U0279,29-04-2024,Monday,Running,80,377
U0094,15-02-2024,Thursday,Yoga,30,156
U0136,26-06-2024,Wednesday,Walking,47,113
U0019,19-02-2024,Monday,Yoga,68,145
U0244,04-01-2024,Thursday,Cycling,89,479
U0399,09-01-2024,Tuesday,Running,62,699
U0036,26-05-2024,Sunday,Yoga,45,269
U0239,01-05-2024,Wednesday,HIIT,60,474
U0171,24-05-2024,Friday,Running,23,536
U0386,09-01-2024,Tuesday,Walking,77,238
U0417,07-04-2024,Sunday,HIIT,25,685
U0254,06-02-2024,Tuesday,Cycling,35,379
U0406,29-01-2024,Monday,Strength,34,235
U0233,06-03-2024,Wednesday,Yoga,51,157
U0151,03-02-2024,Saturday,Cycling,66,297
U0176,16-02-2024,Friday,Cycling,54,292
U0157,24-04-2024,Wednesday,Strength,43,306
U0216,13-06-2024,Thursday,Walking,65,204
U0041,15-06-2024,Saturday,Strength,58,268
U0424,26-06-2024,Wednesday,Yoga,89,217
U0055,27-05-2024,Monday,Walking,34,210
U0277,13-04-2024,Saturday,Walking,56,222
U0285,19-04-2024,Friday,HIIT,73,380
U0257,14-05-2024,Tuesday,Yoga,59,126
U0225,17-06-2024,Monday,HIIT,31,601
U0318,25-05-2024,Saturday,Cycling,30,403
U0378,15-05-2024,Wednesday,Cycling,70,570
U0118,12-03-2024,Tuesday,HIIT,54,370
U0081,31-01-2024,Wednesday,Cycling,87,413
U0366,03-01-2024,Wednesday,Cycling,28,352
U0184,25-03-2024,Monday,Running,46,689
U0281,12-05-2024,Sunday,Strength,51,322
U0314,02-01-2024,Tuesday,Running,86,566
U0061,13-04-2024,Saturday,Running,22,596
U0421,01-03-2024,Friday,Cycling,83,483
U0373,27-04-2024,Saturday,Walking,25,239
U0432,22-01-2024,Monday,HIIT,74,370
U0012,01-06-2024,Saturday,HIIT,85,572
U0456,25-01-2024,Thursday,Walking,51,181
U0048,18-06-2024,Tuesday,HIIT,67,422
U0493,20-03-2024,Wednesday,Cycling,22,575
U0105,23-03-2024,Saturday,Cycling,55,460
U0484,27-05-2024,Monday,HIIT,52,791
U0222,23-04-2024,Tuesday,Cycling,26,279
U0415,05-02-2024,Monday,Walking,89,156
U0263,24-04-2024,Wednesday,HIIT,56,367
U0178,08-05-2024,Wednesday,Running,83,434
U0327,19-02-2024,Monday,Strength,59,432
U0151,23-01-2024,Tuesday,Cycling,32,536
U0055,20-05-2024,Monday,Running,73,335
U0010,14-03-2024,Thursday,Walking,70,144
U0113,15-01-2024,Monday,Yoga,74,133
U0125,13-05-2024,Monday,Cycling,78,265
U0291,09-06-2024,Sunday,Strength,28,215
U0485,16-05-2024,Thursday,Walking,67,183
U0115,07-03-2024,Thursday,Yoga,68,198
U0215,26-02-2024,Monday,Walking,58,160
U0004,03-04-2024,Wednesday,Strength,46,276
U0180,22-05-2024,Wednesday,Strength,30,286
U0388,26-01-2024,Friday,Walking,36,100
U0261,10-04-2024,Wednesday,Strength,69,266
U0490,08-06-2024,Saturday,Strength,72,338
U0243,29-04-2024,Monday,Running,40,596
U0019,15-04-2024,Monday,Running,85,455
U0065,01-03-2024,Friday,Yoga,54,133
U0450,06-04-2024,Saturday,HIIT,39,754
U0432,05-03-2024,Tuesday,HIIT,65,752
U0009,12-04-2024,Friday,Walking,55,226
U0397,20-02-2024,Tuesday,HIIT,90,477
U0439,20-06-2024,Thursday,Strength,49,500
U0257,08-05-2024,Wednesday,Cycling,28,514
U0275,06-01-2024,Saturday,Strength,71,250
U0023,16-02-2024,Friday,Running,40,489
U0127,08-01-2024,Monday,Running,71,326
U0422,02-03-2024,Saturday,Strength,38,397
U0104,11-02-2024,Sunday,Running,45,353
U0042,23-01-2024,Tuesday,Yoga,24,196
U0124,28-01-2024,Sunday,Walking,83,242
U0213,12-01-2024,Friday,Walking,33,113
U0370,09-05-2024,Thursday,Yoga,32,192
U0169,03-04-2024,Wednesday,Running,35,339
U0272,12-02-2024,Monday,Walking,35,213
U0268,01-01-2024,Monday,Strength,37,228
U0240,29-01-2024,Monday,Strength,33,462
U0500,09-02-2024,Friday,Cycling,45,555
U0252,31-01-2024,Wednesday,HIIT,45,579
U0287,28-01-2024,Sunday,Running,43,446
U0239,08-05-2024,Wednesday,Running,21,386
U0110,11-04-2024,Thursday,Cycling,40,450
U0309,20-06-2024,Thursday,Strength,90,403
U0011,09-04-2024,Tuesday,Strength,65,260
U0436,03-04-2024,Wednesday,Walking,38,204
U0459,17-03-2024,Sunday,Cycling,69,252
U0187,12-01-2024,Friday,Walking,86,154
U0360,26-06-2024,Wednesday,Running,88,413
U0258,17-01-2024,Wednesday,Cycling,23,404
U0417,04-01-2024,Thursday,Yoga,49,145
U0244,03-04-2024,Wednesday,Walking,90,184
U0120,20-03-2024,Wednesday,HIIT,31,769
U0451,11-03-2024,Monday,Strength,73,458
U0404,18-04-2024,Thursday,Running,60,541
U0071,19-05-2024,Sunday,Running,77,552
U0392,24-05-2024,Friday,Strength,84,332
U0438,12-06-2024,Wednesday,Running,79,382
U0403,15-03-2024,Friday,Strength,67,436
U0019,01-04-2024,Monday,Running,76,352
U0238,01-02-2024,Thursday,Yoga,69,243
U0247,19-06-2024,Wednesday,Walking,27,158
U0272,05-01-2024,Friday,Cycling,76,287
U0362,27-04-2024,Saturday,Walking,43,185
U0133,10-04-2024,Wednesday,Walking,87,232
U0427,17-03-2024,Sunday,Running,77,513
U0335,06-04-2024,Saturday,Walking,46,153
U0373,20-05-2024,Monday,Strength,80,264
U0221,09-05-2024,Thursday,Strength,26,215
U0265,13-05-2024,Monday,Strength,49,371
U0399,01-03-2024,Friday,Yoga,20,295
U0243,21-02-2024,Wednesday,HIIT,73,569
U0398,03-01-2024,Wednesday,Yoga,44,202
U0378,01-05-2024,Wednesday,HIIT,79,431
U0436,20-01-2024,Saturday,HIIT,23,782
U0245,23-02-2024,Friday,Strength,36,230
U0090,13-06-2024,Thursday,Cycling,81,304
U0334,05-05-2024,Sunday,Strength,35,284
U0081,06-06-2024,Thursday,HIIT,67,556
U0284,29-02-2024,Thursday,Running,67,389
U0300,15-02-2024,Thursday,Cycling,23,461
U0456,09-03-2024,Saturday,Cycling,70,503
U0013,19-01-2024,Friday,Strength,79,241
U0229,11-01-2024,Thursday,Yoga,21,269
U0212,27-04-2024,Saturday,Cycling,52,442
U0442,22-04-2024,Monday,Cycling,55,477
U0277,26-02-2024,Monday,HIIT,24,381
U0452,30-03-2024,Saturday,HIIT,90,727
U0066,28-04-2024,Sunday,Walking,40,122
U0082,26-05-2024,Sunday,Running,69,413
U0419,19-04-2024,Friday,Running,36,520
U0422,13-02-2024,Tuesday,Strength,41,382
U0251,08-03-2024,Friday,HIIT,67,789
U0223,18-03-2024,Monday,Running,73,683
U0087,12-01-2024,Friday,HIIT,21,654
U0085,17-02-2024,Saturday,Running,67,697
U0278,26-05-2024,Sunday,Running,48,388
U0089,02-01-2024,Tuesday,Cycling,51,284
U0464,15-06-2024,Saturday,Yoga,64,278
U0169,23-06-2024,Sunday,Running,48,507
U0146,26-06-2024,Wednesday,Cycling,44,375
U0202,11-02-2024,Sunday,HIIT,74,527
U0383,17-05-2024,Friday,Walking,49,141
U0451,28-05-2024,Tuesday,Running,76,699
U0488,15-01-2024,Monday,Running,38,424
U0236,20-03-2024,Wednesday,HIIT,67,546
U0305,09-03-2024,Saturday,Walking,31,125
U0301,03-02-2024,Saturday,Cycling,70,288
U0191,29-02-2024,Thursday,Walking,71,138
U0342,10-05-2024,Friday,Walking,71,106
U0456,07-06-2024,Friday,Strength,35,202
U0338,16-05-2024,Thursday,Yoga,60,135
U0033,31-03-2024,Sunday,Walking,49,169
U0108,05-02-2024,Monday,Running,33,453
U0249,31-05-2024,Friday,Strength,37,264
U0441,03-02-2024,Saturday,Cycling,31,529
U0359,18-05-2024,Saturday,Running,43,676
U0022,20-04-2024,Saturday,Strength,68,320
U0302,30-05-2024,Thursday,HIIT,75,434
U0240,18-05-2024,Saturday,Walking,57,228
U0403,01-04-2024,Monday,Walking,87,182
U0359,21-04-2024,Sunday,Walking,81,230
U0137,11-04-2024,Thursday,Strength,36,385
U0442,12-06-2024,Wednesday,Yoga,67,220
U0089,16-02-2024,Friday,Yoga,21,256
U0087,17-03-2024,Sunday,Strength,42,328
U0331,04-01-2024,Thursday,Running,41,383
U0294,14-02-2024,Wednesday,HIIT,21,551
U0426,26-06-2024,Wednesday,Strength,25,200
U0424,14-01-2024,Sunday,HIIT,66,594
U0332,11-01-2024,Thursday,Running,49,614
U0126,04-04-2024,Thursday,Cycling,88,340
U0048,23-01-2024,Tuesday,HIIT,48,564
U0478,15-05-2024,Wednesday,Cycling,79,587
U0205,29-01-2024,Monday,Walking,73,172
U0112,14-05-2024,Tuesday,Walking,65,218
U0089,21-02-2024,Wednesday,Yoga,74,228
U0345,29-01-2024,Monday,Cycling,45,308
U0495,21-04-2024,Sunday,Yoga,37,219
U0060,20-02-2024,Tuesday,Strength,42,398
U0245,17-04-2024,Wednesday,Running,74,654
U0420,12-03-2024,Tuesday,Strength,28,251
U0226,06-01-2024,Saturday,Running,83,617
U0358,16-02-2024,Friday,Running,41,446
U0396,09-03-2024,Saturday,Running,83,386
U0408,20-02-2024,Tuesday,HIIT,69,739
U0085,01-04-2024,Monday,Yoga,88,216
U0291,11-01-2024,Thursday,Yoga,79,252
U0033,16-06-2024,Sunday,Running,20,604
U0321,21-03-2024,Thursday,Strength,54,342
U0400,31-05-2024,Friday,HIIT,22,623
U0135,21-06-2024,Friday,Strength,26,410
U0151,26-02-2024,Monday,Strength,84,308
U0203,06-04-2024,Saturday,Running,89,685
U0132,16-04-2024,Tuesday,Strength,36,406
U0189,17-06-2024,Monday,Yoga,31,252
U0077,25-04-2024,Thursday,Strength,41,464
U0021,27-06-2024,Thursday,Strength,69,386
U0018,27-03-2024,Wednesday,Running,49,661
U0126,24-02-2024,Saturday,Running,70,547
U0242,28-06-2024,Friday,Running,90,369
U0467,27-05-2024,Monday,Walking,55,231
U0232,10-05-2024,Friday,Walking,84,184
U0347,02-06-2024,Sunday,Running,69,541
U0349,13-02-2024,Tuesday,Walking,85,106
U0380,21-03-2024,Thursday,Walking,61,135
U0072,31-01-2024,Wednesday,Walking,78,119
U0280,12-04-2024,Friday,Walking,76,115
U0391,18-01-2024,Thursday,Strength,40,442
U0298,15-02-2024,Thursday,HIIT,30,601
U0288,09-02-2024,Friday,Strength,61,437
U0378,02-01-2024,Tuesday,HIIT,74,557
U0150,10-02-2024,Saturday,Running,46,667
U0491,24-03-2024,Sunday,Yoga,22,211
U0231,07-01-2024,Sunday,Strength,42,475
U0002,04-04-2024,Thursday,Yoga,87,179
U0338,03-03-2024,Sunday,Running,38,700
U0058,16-04-2024,Tuesday,Strength,84,392
U0340,26-02-2024,Monday,Walking,34,113
U0053,07-04-2024,Sunday,Walking,52,230
U0048,25-03-2024,Monday,Running,45,529
U0212,10-06-2024,Monday,Yoga,25,172
U0017,12-05-2024,Sunday,Walking,28,142
U0308,16-04-2024,Tuesday,HIIT,42,517
U0339,05-01-2024,Friday,Strength,38,496
U0095,13-06-2024,Thursday,Walking,79,238
U0002,18-04-2024,Thursday,HIIT,34,437
U0208,10-04-2024,Wednesday,Cycling,21,266
U0123,08-06-2024,Saturday,Running,78,329
U0144,09-03-2024,Saturday,Cycling,61,445
U0172,13-05-2024,Monday,Walking,82,175
U0415,18-06-2024,Tuesday,Walking,38,204
U0306,05-01-2024,Friday,HIIT,31,477
U0094,21-05-2024,Tuesday,Yoga,77,183
U0001,03-02-2024,Saturday,Yoga,51,154
U0182,26-02-2024,Monday,Walking,74,212
U0405,04-04-2024,Thursday,Yoga,22,299
U0280,07-02-2024,Wednesday,Running,65,667
U0190,11-03-2024,Monday,Walking,71,209
U0020,07-04-2024,Sunday,Strength,79,408
U0038,03-02-2024,Saturday,Yoga,59,290
U0488,06-03-2024,Wednesday,Cycling,87,344
U0006,08-04-2024,Monday,Strength,70,498
U0097,29-03-2024,Friday,Strength,39,326
U0385,21-05-2024,Tuesday,Walking,81,226
U0231,05-06-2024,Wednesday,Cycling,67,472
U0131,14-05-2024,Tuesday,Cycling,26,378
U0103,03-06-2024,Monday,HIIT,44,414
U0006,08-01-2024,Monday,Running,28,448
U0431,06-06-2024,Thursday,Walking,28,108
U0446,13-03-2024,Wednesday,Walking,29,232
U0416,27-05-2024,Monday,Strength,61,440
U0303,05-06-2024,Wednesday,HIIT,75,502
U0381,19-06-2024,Wednesday,Walking,37,232
U0094,29-02-2024,Thursday,Yoga,49,244
U0319,07-03-2024,Thursday,HIIT,71,682
U0206,16-05-2024,Thursday,Cycling,20,492
U0230,06-06-2024,Thursday,Strength,72,492
U0079,15-06-2024,Saturday,Walking,57,165
U0062,11-02-2024,Sunday,Yoga,48,169
U0436,13-04-2024,Saturday,Running,21,326
U0038,07-05-2024,Tuesday,Yoga,27,142
U0495,12-01-2024,Friday,Cycling,62,548
U0265,03-05-2024,Friday,Cycling,46,270
U0415,16-03-2024,Saturday,Yoga,55,260
U0253,20-04-2024,Saturday,Running,76,683
U0162,17-01-2024,Wednesday,Running,80,511
U0323,09-01-2024,Tuesday,Walking,65,142
U0443,17-05-2024,Friday,HIIT,64,448
U0019,03-06-2024,Monday,Running,65,560
U0374,25-01-2024,Thursday,Yoga,77,278
U0128,03-06-2024,Monday,Walking,34,221
U0002,13-01-2024,Saturday,Yoga,21,123
U0061,18-05-2024,Saturday,Yoga,22,274
U0042,18-05-2024,Saturday,Running,46,601
U0123,11-05-2024,Saturday,Yoga,89,295
U0338,23-04-2024,Tuesday,HIIT,89,430
U0047,07-04-2024,Sunday,Yoga,75,172
U0176,16-04-2024,Tuesday,Cycling,45,347
U0436,06-01-2024,Saturday,HIIT,84,608
U0248,11-01-2024,Thursday,HIIT,41,626
U0444,26-02-2024,Monday,Running,31,402
U0050,26-03-2024,Tuesday,HIIT,55,525
U0410,12-04-2024,Friday,Cycling,43,311
U0233,24-06-2024,Monday,Walking,40,220
U0348,02-01-2024,Tuesday,Strength,81,351
U0443,16-05-2024,Thursday,Walking,37,116
U0149,09-04-2024,Tuesday,Walking,29,169
U0216,04-05-2024,Saturday,Strength,72,327
U0193,01-01-2024,Monday,Yoga,49,218
U0155,05-01-2024,Friday,Cycling,67,534
U0265,12-04-2024,Friday,Running,62,326
U0123,21-04-2024,Sunday,Running,67,322
U0137,03-01-2024,Wednesday,HIIT,89,650
U0304,31-01-2024,Wednesday,Cycling,27,371
U0070,06-01-2024,Saturday,HIIT,53,742
U0388,04-04-2024,Thursday,HIIT,79,789
U0295,15-06-2024,Saturday,Cycling,70,275
U0069,28-04-2024,Sunday,Yoga,83,202
U0323,31-05-2024,Friday,Cycling,25,396
U0474,25-03-2024,Monday,Cycling,85,313
U0062,20-05-2024,Monday,HIIT,69,458
U0454,13-03-2024,Wednesday,Yoga,70,162
U0253,06-06-2024,Thursday,Strength,26,206
U0053,17-04-2024,Wednesday,Cycling,59,466
U0230,12-06-2024,Wednesday,Cycling,73,258
U0188,09-05-2024,Thursday,Yoga,23,170
U0118,22-06-2024,Saturday,Walking,31,113
U0178,14-05-2024,Tuesday,Strength,27,330
U0108,03-03-2024,Sunday,HIIT,61,378
U0496,08-03-2024,Friday,Walking,66,219
U0299,14-01-2024,Sunday,Yoga,78,140
U0273,11-04-2024,Thursday,Strength,58,309
U0199,01-02-2024,Thursday,HIIT,50,485
U0236,11-04-2024,Thursday,HIIT,20,474
U0434,01-05-2024,Wednesday,Walking,31,125
U0289,17-02-2024,Saturday,Cycling,23,434
U0098,06-02-2024,Tuesday,Walking,81,203
U0149,07-03-2024,Thursday,Running,43,587
U0418,11-04-2024,Thursday,Strength,68,295
U0225,01-05-2024,Wednesday,Cycling,40,523
U0123,24-06-2024,Monday,Cycling,22,298
U0316,18-02-2024,Sunday,Cycling,42,392
U0254,17-06-2024,Monday,Running,87,376
U0442,22-01-2024,Monday,Yoga,54,152
U0166,21-04-2024,Sunday,HIIT,28,365
U0367,10-04-2024,Wednesday,Yoga,51,159
U0321,08-02-2024,Thursday,Cycling,83,489
U0213,09-05-2024,Thursday,Walking,24,213
U0002,23-02-2024,Friday,HIIT,66,521
U0087,08-06-2024,Saturday,HIIT,58,722
U0328,01-05-2024,Wednesday,Walking,58,104
U0346,14-06-2024,Friday,Strength,80,285
U0216,05-02-2024,Monday,Yoga,20,123
U0098,10-05-2024,Friday,Walking,65,118
U0145,26-05-2024,Sunday,Strength,54,500
U0268,25-02-2024,Sunday,HIIT,82,781
U0132,02-06-2024,Sunday,Walking,84,180
U0008,13-03-2024,Wednesday,HIIT,46,460
U0068,26-02-2024,Monday,HIIT,52,430
U0300,29-06-2024,Saturday,HIIT,29,637
U0117,05-03-2024,Tuesday,Running,20,658
U0071,19-02-2024,Monday,HIIT,87,438
U0175,11-04-2024,Thursday,Walking,79,231
U0397,08-05-2024,Wednesday,HIIT,38,679
U0333,03-05-2024,Friday,Running,62,636
U0026,08-04-2024,Monday,Walking,29,194
U0206,19-03-2024,Tuesday,Strength,88,366
U0352,23-04-2024,Tuesday,HIIT,54,473
U0439,07-06-2024,Friday,Strength,39,225
U0031,26-05-2024,Sunday,Cycling,73,446
U0215,23-03-2024,Saturday,Yoga,60,295
U0170,07-05-2024,Tuesday,Walking,86,190
U0052,14-02-2024,Wednesday,Yoga,80,121
U0269,24-04-2024,Wednesday,Yoga,86,153
U0183,19-01-2024,Friday,Strength,68,254
U0457,06-03-2024,Wednesday,Yoga,53,270
U0074,21-02-2024,Wednesday,Cycling,87,523
U0429,22-03-2024,Friday,Strength,25,210
U0100,12-01-2024,Friday,HIIT,58,679
U0032,14-02-2024,Wednesday,Running,62,674
U0312,12-03-2024,Tuesday,Walking,28,249
U0395,20-04-2024,Saturday,Walking,28,247
U0450,04-05-2024,Saturday,Cycling,54,328
U0186,09-04-2024,Tuesday,HIIT,54,371
U0105,31-03-2024,Sunday,Strength,82,493
U0328,12-06-2024,Wednesday,Cycling,52,259
U0024,05-02-2024,Monday,Walking,75,137
U0334,12-01-2024,Friday,Cycling,31,521
U0144,05-06-2024,Wednesday,Running,79,397
U0289,22-04-2024,Monday,Walking,78,192
U0313,03-04-2024,Wednesday,Running,59,334
U0370,10-02-2024,Saturday,Cycling,20,517
U0448,11-04-2024,Thursday,Walking,85,162
U0332,26-02-2024,Monday,Cycling,74,579
U0085,27-04-2024,Saturday,Strength,81,250
U0099,28-06-2024,Friday,Running,69,506
U0191,24-01-2024,Wednesday,HIIT,31,500
U0454,07-04-2024,Sunday,Yoga,63,226
U0478,17-04-2024,Wednesday,Cycling,50,485
U0061,25-04-2024,Thursday,HIIT,84,466
U0348,26-05-2024,Sunday,Running,24,662
U0322,12-06-2024,Wednesday,Strength,27,438
U0166,29-06-2024,Saturday,Yoga,29,227
U0104,31-05-2024,Friday,HIIT,29,781
U0384,23-02-2024,Friday,Strength,85,233
U0309,15-01-2024,Monday,HIIT,58,435
U0424,20-05-2024,Monday,Cycling,84,531
U0269,06-01-2024,Saturday,Cycling,22,495
U0304,12-04-2024,Friday,Walking,33,185
U0378,23-01-2024,Tuesday,HIIT,89,617
U0434,16-06-2024,Sunday,Running,85,692
U0199,01-06-2024,Saturday,Running,35,324
U0400,07-02-2024,Wednesday,HIIT,38,464
U0464,29-06-2024,Saturday,HIIT,75,373
U0366,21-03-2024,Thursday,Running,73,551
U0442,12-05-2024,Sunday,Walking,48,224
U0227,01-03-2024,Friday,Walking,32,182
U0169,28-03-2024,Thursday,Walking,25,132
U0330,24-01-2024,Wednesday,HIIT,81,614
U0364,12-03-2024,Tuesday,Yoga,25,250
U0498,20-01-2024,Saturday,Yoga,28,133
U0480,28-02-2024,Wednesday,Walking,61,129
U0167,09-06-2024,Sunday,Strength,88,498
U0450,25-04-2024,Thursday,HIIT,77,677
U0412,09-06-2024,Sunday,Yoga,65,194
U0295,16-03-2024,Saturday,Running,49,695
U0034,20-04-2024,Saturday,Cycling,37,413
U0260,18-06-2024,Tuesday,Cycling,35,548
U0308,29-06-2024,Saturday,Walking,38,200
U0493,23-05-2024,Thursday,Walking,46,122
U0170,23-05-2024,Thursday,Yoga,58,178
U0047,06-04-2024,Saturday,Walking,67,163
U0299,20-04-2024,Saturday,Strength,23,349
U0434,30-04-2024,Tuesday,Walking,52,246
U0183,19-05-2024,Sunday,Yoga,30,188
U0227,01-01-2024,Monday,Yoga,21,139
U0208,24-05-2024,Friday,HIIT,29,753
U0429,11-03-2024,Monday,Walking,81,243
U0105,26-06-2024,Wednesday,Strength,77,264
U0148,19-06-2024,Wednesday,Walking,50,189
U0497,08-01-2024,Monday,HIIT,69,446
U0194,25-04-2024,Thursday,Strength,35,411
U0001,05-02-2024,Monday,Yoga,70,164
U0069,23-06-2024,Sunday,Walking,48,118
U0461,23-02-2024,Friday,Walking,76,191
U0317,05-01-2024,Friday,Running,80,531
U0142,13-04-2024,Saturday,Running,55,450
U0398,30-03-2024,Saturday,Running,78,455
U0445,06-04-2024,Saturday,Running,34,581
U0195,25-02-2024,Sunday,Running,65,676
U0389,10-02-2024,Saturday,Walking,43,167
U0416,24-01-2024,Wednesday,Yoga,25,260
U0381,26-03-2024,Tuesday,Yoga,28,189
U0449,20-05-2024,Monday,Strength,81,474
U0001,17-03-2024,Sunday,Strength,50,384
U0375,27-06-2024,Thursday,Running,67,651
U0077,01-04-2024,Monday,Running,34,433
U0302,22-03-2024,Friday,Cycling,28,254
U0147,03-03-2024,Sunday,Strength,83,248
U0027,27-06-2024,Thursday,HIIT,67,720
U0246,03-03-2024,Sunday,Running,59,405
U0129,28-02-2024,Wednesday,Strength,81,253
U0249,20-05-2024,Monday,Running,90,533
U0164,18-04-2024,Thursday,Yoga,36,133
U0334,01-01-2024,Monday,Cycling,74,586
U0191,08-03-2024,Friday,Cycling,45,456
U0028,17-02-2024,Saturday,HIIT,75,706
U0346,24-03-2024,Sunday,Cycling,41,298
U0014,13-04-2024,Saturday,Strength,81,238
